Empresa Emisora,Credito,Status Facturacion,Record ID#,Tipo de comision,Status Reparadora,Referencia,Monto,Fecha de facturacion,Fecha de envio de cobro,Fecha de Cobro,Banco Receptor,Fecha Operacion,Saldo,Factura Electronica,Fecha FE,Folio
RESPALDO COLOMBIA SAS,yes,Cobrado,309402,Interes Moratorio CT,,6002234,"$305,103",04-02-2022,,30-05-2022,Respaldo,04-02-2022,,yes,08-02-2022,74158
RESPALDO COLOMBIA SAS,yes,Cobrado,309403,Interes Moratorio CT,,6002223,"$7,412",04-02-2022,,25-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74930
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309404,Interes Moratorio CT,,6002220,"$78,534",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73413
RESPALDO COLOMBIA SAS,yes,Cobrado,309405,Interes Moratorio CT,,6002216,"$114,584",04-02-2022,,15-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72982
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309406,Interes Moratorio CT,,6002205,"$190,586",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73959
RESPALDO COLOMBIA SAS,yes,Cobrado,309407,Interes Moratorio CT,,6002199,"$171,801",04-02-2022,,01-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74168
RESPALDO COLOMBIA SAS,yes,Cobrado,309408,Interes Moratorio CT,,6002196,"$2,264",04-02-2022,,17-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73497
RESPALDO COLOMBIA SAS,yes,Cobrado,309409,Interes Moratorio CT,,6002194,"$6,082",04-02-2022,,05-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73053
RESPALDO COLOMBIA SAS,yes,Cobrado,309410,Interes Moratorio CT,,6002192,"$16,506",04-02-2022,,02-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73054
RESPALDO COLOMBIA SAS,yes,Cobrado,309411,Interes Moratorio CT,,6002191,"$12,291",04-02-2022,,09-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74257
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309412,Interes Moratorio CT,,6002183,"$76,724",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74463
RESPALDO COLOMBIA SAS,yes,Castigado,309413,Interes Moratorio CT,,6002181,"$68,916",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,72650
RESPALDO COLOMBIA SAS,yes,Cobrado,309414,Interes Moratorio CT,,6002162,"$50,088",04-02-2022,,14-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73119
RESPALDO COLOMBIA SAS,yes,Cobrado,309415,Interes Moratorio CT,,6002159,"$42,600",04-02-2022,,10-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74164
RESPALDO COLOMBIA SAS,yes,Castigado,309416,Interes Moratorio CT,,6002154,"$24,499",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74059
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309417,Interes Moratorio CT,,6002151,"$26,906",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73625
RESPALDO COLOMBIA SAS,yes,Cancelado,309418,Interes Moratorio CT,,6002142,"$65,598",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309419,Interes Moratorio CT,,6002138,"$150,398",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73334
RESPALDO COLOMBIA SAS,yes,Castigado,309420,Interes Moratorio CT,,6002136,"$21,622",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74500
RESPALDO COLOMBIA SAS,yes,Cancelado,309421,Interes Moratorio CT,,6002123,"$37,676",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309422,Interes Moratorio CT,,6002121,"$39,360",04-02-2022,,22-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74256
RESPALDO COLOMBIA SAS,yes,Castigado,309423,Interes Moratorio CT,,6002114,"$37,897",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74372
RESPALDO COLOMBIA SAS,yes,Cobrado,309424,Interes Moratorio CT,,6002098,"$68,376",04-02-2022,,28-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,75043
RESPALDO COLOMBIA SAS,yes,Cobrado,309425,Interes Moratorio CT,,6002087,"$20,403",04-02-2022,,12-05-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74876
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309426,Interes Moratorio CT,,6002079,"$54,018",04-02-2022,,,,04-02-2022,,yes,08-02-2022,72423
RESPALDO COLOMBIA SAS,yes,Cobrado,309427,Interes Moratorio CT,,6002072,"$61,681",04-02-2022,,11-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73433
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309428,Interes Moratorio CT,,6002030,"$107,274",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73643
RESPALDO COLOMBIA SAS,yes,Cobrado,309429,Interes Moratorio CT,,6002025,"$39,434",04-02-2022,,16-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74077
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309430,Interes Moratorio CT,,6002020,"$11,353",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74063
RESPALDO COLOMBIA SAS,yes,Cobrado,309431,Interes Moratorio CT,,6002001,"$21,137",04-02-2022,,01-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72709
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309432,Interes Moratorio CT,,6002000,"$2,109,915",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73597
RESPALDO COLOMBIA SAS,yes,Cobrado,309433,Interes Moratorio CT,,6001996,"$96,527",04-02-2022,,01-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74494
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309434,Interes Moratorio CT,,6001969,"$15,560",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73971
RESPALDO COLOMBIA SAS,yes,Cobrado,309435,Interes Moratorio CT,,6001961,"$48,027",04-02-2022,,09-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73109
RESPALDO COLOMBIA SAS,yes,Cobrado,309436,Interes Moratorio CT,,6001952,"$45,767",04-02-2022,,28-02-2022,Respaldo,04-02-2022,,yes,08-02-2022,75020
RESPALDO COLOMBIA SAS,yes,Cobrado,309437,Interes Moratorio CT,,6001913,"$8,206",04-02-2022,,07-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72984
RESPALDO COLOMBIA SAS,yes,Cobrado,309438,Interes Moratorio CT,,6001898,"$24,625",04-02-2022,,28-02-2022,Respaldo,04-02-2022,,yes,08-02-2022,72787
RESPALDO COLOMBIA SAS,yes,Castigado,309439,Interes Moratorio CT,,6001896,"$30,235",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74987
RESPALDO COLOMBIA SAS,yes,Cobrado,309440,Interes Moratorio CT,,6001895,"$59,438",04-02-2022,,13-04-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73040
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309441,Interes Moratorio CT,,6001887,"$27,751",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74053
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309442,Interes Moratorio CT,,6001884,"$22,863",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74557
RESPALDO COLOMBIA SAS,yes,Cobrado,309443,Interes Moratorio CT,,6001873,"$183,246",04-02-2022,,28-02-2022,Respaldo,04-02-2022,,yes,08-02-2022,73585
RESPALDO COLOMBIA SAS,yes,Cancelado,309444,Interes Moratorio CT,,6001871,"$152,367",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Castigado,309445,Interes Moratorio CT,,6001860,"$6,773",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,73179
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309446,Interes Moratorio CT,,6001851,"$15,364",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74157
RESPALDO COLOMBIA SAS,yes,Cobrado,309447,Interes Moratorio CT,,6001844,"$62,023",04-02-2022,,30-05-2022,Respaldo,04-02-2022,,yes,08-02-2022,74396
RESPALDO COLOMBIA SAS,yes,Cobrado,309448,Interes Moratorio CT,,6001825,"$35,135",04-02-2022,,01-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73797
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,309449,Interes Moratorio CT,,6001821,"$305,187",04-02-2022,,04-04-2022,Bancolombia,04-02-2022,$0,yes,08-02-2022,73067
RESPALDO COLOMBIA SAS,yes,Cancelado,309450,Interes Moratorio CT,,6001820,"$10,300",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309451,Interes Moratorio CT,,6001814,"$98,941",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309452,Interes Moratorio CT,,6001795,"$47,188",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73699
RESPALDO COLOMBIA SAS,yes,Cobrado,309453,Interes Moratorio CT,,6001788,"$17,250",04-02-2022,,31-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74477
RESPALDO COLOMBIA SAS,yes,Cobrado,309454,Interes Moratorio CT,,6001775,"$72,196",04-02-2022,,20-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74255
RESPALDO COLOMBIA SAS,yes,Cancelado,309455,Interes Moratorio CT,,6001774,"$29,702",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309456,Interes Moratorio CT,,6001759,"$23,295",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309457,Interes Moratorio CT,,6001754,"$45,730",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309458,Interes Moratorio CT,,6001748,"$81,823",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309459,Interes Moratorio CT,,6001739,"$33,819",04-02-2022,,10-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72517
RESPALDO COLOMBIA SAS,yes,Cobrado,309460,Interes Moratorio CT,,6001735,"$17,530",04-02-2022,,22-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74694
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309461,Interes Moratorio CT,,6001733,"$97,966",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73633
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309462,Interes Moratorio CT,,6001673,"$408,749",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73125
RESPALDO COLOMBIA SAS,yes,Cancelado,309463,Interes Moratorio CT,,6001657,"$30,567",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309464,Interes Moratorio CT,,6001655,"$256,331",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73923
RESPALDO COLOMBIA SAS,yes,Cancelado,309465,Interes Moratorio CT,,6001635,"$29,634",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309466,Interes Moratorio CT,,6001632,"$130,484",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309467,Interes Moratorio CT,,6001631,"$41,355",04-02-2022,,21-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73770
RESPALDO COLOMBIA SAS,yes,Cobrado,309468,Interes Moratorio CT,,6001621,"$9,945",04-02-2022,,14-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73376
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309469,Interes Moratorio CT,,6001614,"$43,042",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74877
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309470,Interes Moratorio CT,,6001613,"$107,563",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74389
RESPALDO COLOMBIA SAS,yes,Cobrado,309471,Interes Moratorio CT,,6001608,"$54,464",04-02-2022,,22-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72546
RESPALDO COLOMBIA SAS,yes,Cancelado,309472,Interes Moratorio CT,,6001596,"$26,344",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309473,Interes Moratorio CT,,6001595,"$293,423",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309474,Interes Moratorio CT,,6001590,"$79,371",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309475,Interes Moratorio CT,,6001563,"$35,232",04-02-2022,,28-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72841
RESPALDO COLOMBIA SAS,yes,Castigado,309476,Interes Moratorio CT,,6001549,"$9,843",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,73958
RESPALDO COLOMBIA SAS,yes,Cobrado,309477,Interes Moratorio CT,,6001528,"$213,287",04-02-2022,,28-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74239
RESPALDO COLOMBIA SAS,yes,Cancelado,309478,Interes Moratorio CT,,6001525,"$38,505",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309479,Interes Moratorio CT,,6001521,"$228,524",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309480,Interes Moratorio CT,,6001506,"$368,861",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309481,Interes Moratorio CT,,6001482,"$21,802",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309482,Interes Moratorio CT,,6001480,"$139,042",04-02-2022,,16-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74966
RESPALDO COLOMBIA SAS,yes,Cancelado,309483,Interes Moratorio CT,,6001459,"$75,250",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309484,Interes Moratorio CT,,6001430,"$68,405",04-02-2022,,28-02-2022,Respaldo,04-02-2022,,yes,08-02-2022,74075
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309485,Interes Moratorio CT,,6001427,"$102,919",04-02-2022,,,,04-02-2022,,yes,08-02-2022,72604
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309486,Interes Moratorio CT,,6001425,"$18,496",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74999
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309487,Interes Moratorio CT,,6001424,"$18,924",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73815
RESPALDO COLOMBIA SAS,yes,Cancelado,309488,Interes Moratorio CT,,6001421,"$91,522",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309489,Interes Moratorio CT,,6001406,"$48,716",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309490,Interes Moratorio CT,,6001401,"$26,856",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309491,Interes Moratorio CT,,6001370,"$30,707",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309492,Interes Moratorio CT,,6001359,"$30,318",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309493,Interes Moratorio CT,,6001331,"$22,664",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309494,Interes Moratorio CT,,6001326,"$165,951",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309495,Interes Moratorio CT,,6001320,"$9,077",04-02-2022,,04-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72632
RESPALDO COLOMBIA SAS,yes,Cancelado,309496,Interes Moratorio CT,,6001309,"$35,148",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309497,Interes Moratorio CT,,6001283,"$249,490",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309498,Interes Moratorio CT,,6001279,"$62,500",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309499,Interes Moratorio CT,,6001274,"$225,689",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Castigado,309500,Interes Moratorio CT,,6001266,"$56,343",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,73933
RESPALDO COLOMBIA SAS,yes,Cancelado,309501,Interes Moratorio CT,,6001255,"$48,825",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,309502,Interes Moratorio CT,,6001235,"$121,006",04-02-2022,,31-03-2022,Bancolombia,04-02-2022,$0,yes,08-02-2022,74173
RESPALDO COLOMBIA SAS,yes,Cancelado,309503,Interes Moratorio CT,,6001225,"$164,937",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobrado,309504,Interes Moratorio CT,,6001195,"$51,695",04-02-2022,,01-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73163
RESPALDO COLOMBIA SAS,yes,Cancelado,309505,Interes Moratorio CT,,6001181,"$63,933",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309506,Interes Moratorio CT,,6001176,"$278,618",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Castigado,309507,Interes Moratorio CT,,6001170,"$34,728",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74951
RESPALDO COLOMBIA SAS,yes,Cancelado,309508,Interes Moratorio CT,,6001168,"$22,465",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Castigado,309509,Interes Moratorio CT,,6001157,"$153,278",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,73874
RESPALDO COLOMBIA SAS,yes,Cancelado,309510,Interes Moratorio CT,,6001147,"$156,497",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309511,Interes Moratorio CT,,6001139,"$134,525",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309512,Interes Moratorio CT,,6001113,"$230,183",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73845
RESPALDO COLOMBIA SAS,yes,Cobrado,309513,Interes Moratorio CT,,6001101,"$54,616",04-02-2022,,26-03-2022,Bancolombia,04-02-2022,"$31,908",yes,08-02-2022,72674
RESPALDO COLOMBIA SAS,yes,Cancelado,309514,Interes Moratorio CT,,6001099,"$19,001",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309515,Interes Moratorio CT,,6001087,"$164,333",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73757
RESPALDO COLOMBIA SAS,yes,Cobrado,309516,Interes Moratorio CT,,6001056,"$321,012",04-02-2022,,14-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73872
RESPALDO COLOMBIA SAS,yes,Cancelado,309517,Interes Moratorio CT,,6001038,"$41,064",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309518,Interes Moratorio CT,,6001033,"$87,864",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309519,Interes Moratorio CT,,6001014,"$291,434",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309520,Interes Moratorio CT,,6001006,"$24,305",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Castigado,309521,Interes Moratorio CT,,6000998,"$76,061",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74175
RESPALDO COLOMBIA SAS,yes,Cobrado,309522,Interes Moratorio CT,,6000960,"$73,367",04-02-2022,,05-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74253
RESPALDO COLOMBIA SAS,yes,Cobrado,309523,Interes Moratorio CT,,6000898,"$73,975",04-02-2022,,11-04-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72416
RESPALDO COLOMBIA SAS,yes,Cancelado,309524,Interes Moratorio CT,,6000888,"$118,055",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309525,Interes Moratorio CT,,6000837,"$71,503",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309526,Interes Moratorio CT,,6000821,"$9,451",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Por Cobrar,309527,Interes Moratorio CT,,6000801,"$37,154",04-02-2022,,,,04-02-2022,,yes,08-02-2022,72438
RESPALDO COLOMBIA SAS,yes,Cancelado,309528,Interes Moratorio CT,,6000786,"$28,311",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309529,Interes Moratorio CT,,6000779,"$134,843",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,309530,Interes Moratorio CT,,6000725,"$522,665",04-02-2022,,08-04-2022,Bancolombia,04-02-2022,$0,yes,08-02-2022,74211
RESPALDO COLOMBIA SAS,yes,Castigado,309531,Interes Moratorio CT,,6000701,"$41,719",04-02-2022,,30-04-2022,,04-02-2022,,yes,08-02-2022,74125
RESPALDO COLOMBIA SAS,yes,Cancelado,309532,Interes Moratorio CT,,6000643,"$45,692",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309533,Interes Moratorio CT,,6000635,"$43,857",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309534,Interes Moratorio CT,,6000610,"$29,536",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309535,Interes Moratorio CT,,6000579,"$18,802",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309536,Interes Moratorio CT,,6000553,"$94,015",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309537,Interes Moratorio CT,,6000552,"$61,751",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309538,Interes Moratorio CT,,6000530,"$27,153",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309539,Interes Moratorio CT,,6000515,"$32,073",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309540,Interes Moratorio CT,,6000492,"$12,466",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309541,Interes Moratorio CT,,6000479,"$157,274",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309542,Interes Moratorio CT,,6000445,"$74,416",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309543,Interes Moratorio CT,,6000429,"$9,822",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309544,Interes Moratorio CT,,6000421,"$47,276",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309545,Interes Moratorio CT,,6000320,"$30,475",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309546,Interes Moratorio CT,,6000265,"$8,282",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309547,Interes Moratorio CT,,6000161,"$29,613",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309548,Interes Moratorio CT,,6000155,"$17,633",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309549,Interes Moratorio CT,,6000144,"$93,581",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309550,Interes Moratorio CT,,6000058,"$20,284",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,yes,Cancelado,309551,Interes Moratorio CT,,6000037,"$9,259",04-02-2022,,,,04-02-2022,,no,,
RESPALDO COLOMBIA SAS,no,Por Cobrar,309552,Interes Moratorio SC,,5000129R,"$25,868",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74443
RESPALDO COLOMBIA SAS,no,Por Cobrar,309553,Interes Moratorio SC,,5000050R,"$2,384",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74916
RESPALDO COLOMBIA SAS,no,Cobrado,309554,Interes Moratorio SC,,5000028R,"$7,005",04-02-2022,,28-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73088
RESPALDO COLOMBIA SAS,no,Por Cobrar,309555,Interes Moratorio SC,,5000015R,"$11,385",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74036
RESPALDO COLOMBIA SAS,no,Cobro Parcial Cobrado,309556,Interes Moratorio SC,,5000357,"$16,488",04-02-2022,,24-03-2022,Bancolombia,04-02-2022,$0,yes,08-02-2022,73371
RESPALDO COLOMBIA SAS,no,Cobrado,309557,Interes Moratorio SC,,5000300,"$7,486",04-02-2022,,12-04-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74664
RESPALDO COLOMBIA SAS,no,Cobrado,309558,Interes Moratorio SC,,5000290,"$20,709",04-02-2022,,28-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74299
RESPALDO COLOMBIA SAS,no,Por Cobrar,309559,Interes Moratorio SC,,5000283,"$46,208",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74559
RESPALDO COLOMBIA SAS,no,Por Cobrar,309560,Interes Moratorio SC,,5000214,"$36,613",04-02-2022,,,,04-02-2022,,yes,08-02-2022,72675
RESPALDO COLOMBIA SAS,no,Por Cobrar,309561,Interes Moratorio SC,,5000208,"$16,547",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74294
RESPALDO COLOMBIA SAS,no,Cobrado,309562,Interes Moratorio SC,,5000188,"$10,453",04-02-2022,,28-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,73037
RESPALDO COLOMBIA SAS,no,Cobrado,309563,Interes Moratorio SC,,5000165,"$18,749",04-02-2022,,28-03-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74258
RESPALDO COLOMBIA SAS,no,Por Cobrar,309564,Interes Moratorio SC,,5000159,"$32,958",04-02-2022,,,,04-02-2022,,yes,08-02-2022,73461
RESPALDO COLOMBIA SAS,no,Por Cobrar,309565,Interes Moratorio SC,,5000132,"$4,415",04-02-2022,,,,04-02-2022,,yes,08-02-2022,74306
RESPALDO COLOMBIA SAS,no,Cobrado,309566,Interes Moratorio SC,,5000085,"$6,957",04-02-2022,,21-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,74658
RESPALDO COLOMBIA SAS,no,Por Cobrar,309567,Interes Moratorio SC,,5000079,"$23,170",04-02-2022,,,,04-02-2022,,yes,08-02-2022,72644
RESPALDO COLOMBIA SAS,no,Cobrado,309568,Interes Moratorio SC,,5000062,"$17,416",04-02-2022,,25-02-2022,Bancolombia,04-02-2022,,yes,08-02-2022,72538
